name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,torque,seats,max_power_hp,car_age,predicted_price,Make,Model
Nissan Micra Diesel XV,250000,50000,2.0,0,1,23.08,1461,160.0,5.0,63.1,13,250000.0,20,86
Hyundai Verna 1.6 SX VTVT (O),500000,50000,3.0,0,2,17.1,1591,154.9,5.0,121.3,11,416955.00000000006,9,132
Maruti Zen Estilo LXI BSIII,85000,80000,3.0,0,2,18.2,998,90.0,5.0,67.1,17,58347.366,17,145
Maruti Alto LX,85000,80000,3.0,0,4,19.7,796,62.0,5.0,46.3,19,50012.028,17,10
Maruti Swift Dzire ZDi,265000,90000,2.0,0,4,19.3,1248,190.0,5.0,73.9,13,161004.195,17,122
Maruti A-Star Vxi,130000,162000,3.0,0,2,19.0,998,90.0,5.0,66.1,14,89237.14800000002,17,4
Maruti Ertiga VDI,480000,110000,2.0,0,3,20.77,1248,200.0,7.0,88.76,11,387868.2192,17,53
Nissan Micra Diesel XV,275000,45000,2.0,0,1,23.08,1461,160.0,5.0,63.1,13,275000.0,20,86
Maruti Wagon R LXI,89000,90000,3.0,0,2,18.9,998,90.0,5.0,67.1,19,61093.12439999999,17,135
Hyundai Creta 1.6 CRDi AT SX Plus,1100000,67000,2.0,1,1,17.01,1582,259.9,5.0,126.2,7,864883.8000000003,9,37
Maruti Swift VXI BSIV,610000,52000,3.0,0,1,22.0,1197,113.0,5.0,81.8,6,610000.0,17,122
Toyota Fortuner 2.8 2WD MT BSIV,3000000,35000,2.0,0,1,14.24,2755,420.0,7.0,174.5,6,2476712.7,24,59
Renault KWID RXL,390000,13000,3.0,0,1,20.71,799,72.0,5.0,53.26,6,390000.0,21,77
Honda Brio 1.2 VX MT,325000,40000,3.0,0,1,18.5,1198,109.0,5.0,86.8,12,325000.0,8,24
Volkswagen Ameo 1.2 MPI Comfortline Plus,640000,10000,3.0,0,1,17.0,1198,110.0,5.0,73.75,5,640000.0,25,12
Nissan Sunny XV Special Edition,450000,9000,3.0,0,1,16.95,1498,134.0,5.0,97.7,12,450000.0,20,120
Toyota Etios Liva GD SP,400000,70000,2.0,0,2,23.59,1364,170.0,5.0,67.06,11,340235.28,24,54
Hyundai i10 Sportz,215000,60000,3.0,0,1,20.36,1197,111.8,5.0,78.9,15,215000.0,9,147
Renault Duster 85PS Diesel RxL,570000,40000,2.0,0,1,20.45,1461,200.0,5.0,83.8,10,570000.0,21,41
Tata Indigo CS eGLX BS IV,150000,50000,3.0,0,2,15.64,1193,100.0,5.0,64.08,13,144837.0,23,73
Hyundai Elantra SX AT,690000,68000,3.0,1,1,14.5,1797,177.5,5.0,147.5,11,533951.946,9,49
Tata Nano STD,64000,18000,3.0,0,1,25.4,624,51.0,4.0,37.5,12,64000.0,23,88
Nissan Micra Diesel XL,250000,120000,2.0,0,1,23.08,1461,160.0,5.0,63.1,11,222773.10000000003,20,86
Maruti Wagon R LXI,65000,35000,3.0,0,1,18.9,998,90.0,5.0,67.1,19,54992.080000000016,17,135
Hyundai i10 Magna,140000,70000,3.0,0,4,20.36,1197,111.7,5.0,78.9,14,118186.99200000001,9,147
Renault KWID RXT,300000,30000,3.0,0,1,25.17,799,72.0,5.0,53.3,8,300000.0,21,77
Volkswagen GTI 1.8 TSI,800000,70000,3.0,1,1,16.34,1798,250.0,5.0,189.3,8,728323.2000000002,25,63
Lexus ES 300h,5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
Tata Safari Storme EX,503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
Toyota Camry 2.5 Hybrid,2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
Maruti Wagon R LXI,225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
Honda Jazz VX,550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
Maruti Swift AMT VVT VXI,650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
Toyota Etios VX,625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
Maruti Swift AMT ZXI,600000,69779,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,600000.0,17,122
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,2.0,0,1,24.0,1186,190.24,5.0,73.97,7,424579.3200000001,9,66
Honda Amaze V CVT Petrol BSIV,779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,3.0,1,1,14.3,1598,153.0,5.0,103.5,8,587210.5800000001,22,103
Hyundai i10 Magna,150000,106000,3.0,0,3,20.36,1197,111.7,5.0,78.9,14,133663.86000000002,9,147
Honda CR-V 2.4L 4WD AT,500000,120000,3.0,1,2,11.1,2354,218.0,5.0,158.8,15,427650.30000000016,8,26
Hyundai Verna 1.6 SX CRDi (O),535000,70000,2.0,0,3,22.32,1582,259.8,5.0,126.32,10,376497.369,9,132
Maruti SX4 Celebration Diesel,300000,100000,2.0,0,2,21.5,1248,200.0,5.0,88.8,12,255176.46000000002,17,109
Hyundai Verna XXi ABS (Petrol),340000,214000,3.0,0,2,13.9,1599,14.9,5.0,103.2,15,216899.99099999995,9,132
Maruti Alto 800 VXI,240000,50000,3.0,0,1,22.74,796,69.0,5.0,47.3,8,240000.0,17,10
Honda City i-VTEC CVT V,1085000,1000,3.0,1,1,18.0,1497,145.0,5.0,117.6,6,1085000.0,8,32
Maruti Swift Dzire AMT VDI,750000,19000,2.0,1,1,28.4,1248,190.0,5.0,74.02,7,750000.0,17,122
Maruti Eeco CNG 5 Seater AC,409999,35000,,0,1,20.88,1196,85.0,5.0,61.7,4,409999.0,17,48
Maruti Alto K10 VXI,215000,80000,3.0,0,2,23.95,998,90.0,5.0,67.05,10,187519.14720000006,17,10
Maruti Alto K10 LXI,150000,80000,3.0,0,1,20.92,998,90.0,5.0,67.1,14,129442.89600000001,17,10
Hyundai EON Sportz,219000,50000,3.0,0,2,21.1,814,74.5,5.0,55.2,11,212230.97280000005,9,44
Lexus ES 300h,5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
Tata Safari Storme EX,503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
Toyota Camry 2.5 Hybrid,2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
Maruti Wagon R LXI,225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
Honda Jazz VX,550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
Maruti Swift AMT VVT VXI,650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
Toyota Etios VX,625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
Maruti Swift AMT ZXI,600000,69779,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,600000.0,17,122
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,2.0,0,1,24.0,1186,190.24,5.0,73.97,7,424579.3200000001,9,66
Honda Amaze V CVT Petrol BSIV,779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,3.0,1,1,14.3,1598,153.0,5.0,103.5,8,587210.5800000001,22,103
Honda Amaze S CVT Diesel BSIV,700000,40000,2.0,1,1,23.8,1498,160.0,5.0,78.9,5,700000.0,8,11
Hyundai Creta 1.4 CRDi Base,950000,45000,2.0,0,1,21.38,1396,219.7,5.0,88.7,7,950000.0,9,37
Maruti Alto LXi BSIII,160000,80000,3.0,0,2,19.7,796,62.0,5.0,46.3,14,109830.336,17,10
Hyundai Xcent 1.1 CRDi S Option,409999,135000,2.0,0,2,24.4,1120,180.4,5.0,71.01,9,369254.44737720006,9,140
Toyota Innova 2.5 G (Diesel) 7 Seater,840000,120000,2.0,0,2,12.99,2494,200.0,7.0,100.6,9,595761.9822000001,24,74
Toyota Etios Liva Diesel,450000,67000,2.0,0,1,23.59,1364,170.0,5.0,67.1,11,400991.5800000001,24,54
Maruti Swift Dzire ZDI Plus,900000,50000,2.0,0,1,28.4,1248,190.0,5.0,74.02,7,900000.0,17,122
Nissan Micra Diesel XV,254999,110000,2.0,0,2,23.08,1461,160.0,5.0,63.1,13,216899.14041179998,20,86
Volkswagen Polo 1.5 TDI Highline,520000,110000,2.0,0,2,20.14,1498,230.0,5.0,88.8,9,468323.8560000001,25,97
Mahindra Verito 1.5 D2 BSIII,229999,170000,2.0,0,2,21.0,1461,160.0,5.0,64.1,13,195634.4354118,16,131
Hyundai Xcent 1.2 Kappa S Option,409999,93000,3.0,0,1,19.1,1197,113.75,5.0,81.86,9,373264.7295960001,9,140
Maruti Celerio VXI,320000,50000,3.0,0,1,23.1,998,90.0,5.0,67.04,10,320000.0,17,30
Ford Figo Diesel EXI,292000,70000,2.0,0,1,20.0,1399,160.0,5.0,68.05,9,229587.33600000004,7,57
Tata Safari DICOR 2.2 LX 4x2,390000,80000,2.0,0,1,13.93,2179,320.0,7.0,138.03,12,273676.7533500001,23,110
Ford Figo 1.2P Titanium Plus MT,550000,44000,3.0,0,1,18.16,1196,112.0,5.0,86.8,8,550000.0,7,57
Maruti Celerio ZXI,385000,25000,3.0,0,1,23.1,998,90.0,5.0,67.04,10,385000.0,17,30
Hyundai Creta 1.6 VTVT S,800000,25000,3.0,0,1,15.29,1591,151.0,5.0,121.3,8,698896.0000000001,9,37
Maruti Swift Dzire VXI 1.2,675000,10000,3.0,0,1,21.21,1197,113.0,5.0,81.8,5,675000.0,17,122
Tata Hexa XT,1525000,50000,2.0,0,1,17.6,2179,400.0,7.0,153.86,6,1398884.0250000001,23,70
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,30000,2.0,0,1,23.0,1498,205.0,5.0,98.96,6,950000.0,7,46
Hyundai i20 Active 1.4 SX with AVN,610000,50000,2.0,0,2,21.19,1396,219.66,5.0,88.73,9,610000.0,9,148
Hyundai i20 Asta 1.4 CRDi,525000,120000,2.0,0,1,22.54,1396,219.7,5.0,88.73,12,467823.51000000007,9,148
Honda Amaze S CVT Diesel BSIV,700000,40000,2.0,1,1,23.8,1498,160.0,5.0,78.9,5,700000.0,8,11
Mahindra Bolero 2011-2019 SLE,375000,80000,2.0,0,1,15.96,2523,195.0,7.0,62.1,9,309589.0875,16,22
Nissan Terrano XL Plus 85 PS,580000,90000,2.0,0,1,20.45,1461,200.0,5.0,83.8,9,547235.5680000001,20,125
Maruti Swift VXI Windsong Limited edition,434999,50000,3.0,0,2,20.4,1197,115.0,5.0,83.11,9,434999.0,17,122
Hyundai i20 Magna 1.2,600000,35000,3.0,0,1,18.6,1197,114.7,5.0,81.83,9,600000.0,9,148
Toyota Innova 2.5 VX (Diesel) 7 Seater,1050000,120000,2.0,0,1,12.99,2494,200.0,7.0,100.6,9,780164.5005000002,24,74
Renault Duster 110PS Diesel RxZ,1050000,18000,2.0,0,1,19.6,1461,245.0,5.0,108.45,6,917301.0000000002,21,41
Chevrolet Enjoy 1.3 TCDi LS 7,420000,110000,2.0,0,2,18.2,1248,172.5,7.0,73.74,8,330978.8790000001,3,52
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,60000,2.0,0,1,23.65,1248,200.0,5.0,88.5,7,754807.6800000002,17,109
Toyota Fortuner 4x2 AT,2000000,60000,2.0,1,1,12.55,2982,360.0,7.0,168.5,9,1720663.5600000008,24,59
Toyota Fortuner 4x2 AT,1900000,130000,2.0,1,1,12.55,2982,360.0,7.0,168.5,9,1634630.3820000004,24,59
Chevrolet Captiva LT,500000,99500,2.0,0,3,11.5,1991,320.0,7.0,147.9,13,261700.85812500003,3,28
Nissan Micra Active XL Petrol,370000,35000,3.0,0,1,19.49,1198,104.0,5.0,67.04,8,370000.0,20,86
Maruti Ertiga VXI,610000,21000,3.0,0,1,16.02,1373,130.0,7.0,93.7,10,610000.0,17,53
Hyundai i10 Magna 1.1L,229999,50000,3.0,0,1,19.81,1086,99.04,5.0,68.05,16,229999.0,9,147
Maruti A-Star Vxi,200000,65000,3.0,0,2,19.0,998,90.0,5.0,66.1,14,137287.92,17,4
Maruti Wagon R VXI BSIII,200000,80000,3.0,0,1,18.9,998,90.0,5.0,67.1,13,143825.44,17,135
Hyundai Verna 1.6 CRDi S,560000,119000,2.0,0,1,23.9,1582,259.9,5.0,126.2,9,456315.55199999997,9,132
Maruti Ertiga SHVS VDI,750000,80000,2.0,0,1,24.52,1248,200.0,7.0,88.5,8,743013.81,17,53
Hyundai Verna 1.6 VTVT S Option,760000,20000,3.0,0,1,17.01,1591,154.9,5.0,121.4,8,663951.2,9,132
Kia Seltos HTE D,643000,10000,2.0,0,1,20.8,1493,250.0,5.0,113.4,5,643000.0,13,116
Hyundai Xcent 1.2 VTVT S,500000,60000,3.0,0,1,20.14,1197,113.75,5.0,81.86,6,500000.0,9,140
Honda Brio 1.2 S MT,425000,22000,3.0,0,1,18.5,1198,109.0,5.0,86.8,8,425000.0,8,24
Maruti Alto 800 LXI,250000,25000,3.0,0,1,22.74,796,69.0,5.0,47.3,10,250000.0,17,10
Maruti Swift Dzire VXi,160000,123000,3.0,0,3,17.5,1298,114.0,5.0,85.8,16,118812.32,17,122
Volkswagen Vento Diesel Trendline,250000,70000,2.0,0,2,20.54,1598,250.0,5.0,103.6,13,183649.725,25,129
Chevrolet Beat LS,170000,70000,3.0,0,2,18.6,1199,108.0,5.0,79.4,11,139526.31,3,21
Toyota Etios Liva GD,409999,45000,2.0,0,1,23.59,1364,170.0,5.0,67.06,11,409999.0,24,54
Maruti Swift Dzire VDI,700000,30000,2.0,0,1,28.4,1248,190.0,5.0,74.02,5,700000.0,17,122
Maruti Ertiga BSIV VXI,660000,34000,3.0,0,2,17.5,1373,130.0,7.0,91.1,8,660000.0,17,53
Maruti Alto 800 VXI,268000,25000,3.0,0,1,24.7,796,69.0,5.0,47.3,7,268000.0,17,10
Maruti Alto 800 VXI,270000,50000,3.0,0,1,22.74,796,69.0,5.0,47.3,8,270000.0,17,10
Chevrolet Beat Diesel LT,300000,50000,2.0,0,1,25.44,936,150.0,5.0,57.6,11,263039.04000000004,3,21
Chevrolet Beat Diesel LT,220000,70000,2.0,0,2,25.44,936,150.0,5.0,57.6,12,156508.2288,3,21
Tata Indica V2 2001-2011 DLS BSIII,88000,201850,2.0,0,2,17.88,1396,85.0,5.0,52.8,15,62376.468000000015,23,72
Maruti Swift Dzire VDI,755000,15000,2.0,0,1,28.4,1248,190.0,5.0,74.02,6,755000.0,17,122
Datsun RediGO S,235000,25000,3.0,0,1,22.7,799,72.0,5.0,53.64,7,235000.0,4,104
Maruti Alto K10 LXI,165000,90000,3.0,0,1,20.92,998,90.0,5.0,67.1,13,142387.1856,17,10
Maruti Swift Dzire LDi,190000,80000,2.0,0,2,19.3,1248,190.0,5.0,73.9,16,134676.46500000003,17,122
Tata Indica V2 DLX BSII,110000,50000,2.0,0,1,17.2,1396,8.5,5.0,53.5,13,96098.20000000001,23,72
Hyundai i20 Asta Option 1.2,540000,38000,3.0,0,1,18.6,1197,114.7,5.0,81.83,8,540000.0,9,148
Hyundai EON Era Plus,180000,60000,3.0,0,1,21.1,814,74.5,5.0,55.2,11,155331.47520000004,9,44
Maruti Swift Dzire 1.2 Vxi BSIV,450000,30000,3.0,0,1,17.5,1197,114.0,5.0,85.8,12,450000.0,17,122
Maruti Swift Dzire VXI,450000,30000,3.0,0,1,19.1,1197,114.0,5.0,85.8,10,450000.0,17,122
Chevrolet Beat LT,200000,50000,3.0,0,1,18.6,1199,106.5,5.0,76.8,9,200000.0,3,21
Chevrolet Sail 1.2 LS ABS,400000,30000,3.0,0,1,18.2,1199,108.5,5.0,82.4,8,400000.0,3,111
Maruti Alto LXi BSIII,125000,60000,3.0,0,3,19.7,796,62.0,5.0,46.3,15,77633.05000000002,17,10
Honda City i VTEC VX,900000,22000,3.0,0,1,17.4,1497,145.0,5.0,117.3,9,900000.0,8,32
Volkswagen Vento Diesel Highline,450000,90000,2.0,0,1,20.54,1598,250.0,5.0,103.6,12,346310.91000000003,25,129
Maruti Alto K10 2010-2014 VXI,210000,46000,3.0,0,1,20.92,998,90.0,5.0,67.1,13,210000.0,17,10
Hyundai i20 1.2 Asta Option,801000,20000,3.0,0,1,18.6,1197,114.7,5.0,81.83,6,801000.0,9,148
Maruti Ertiga VXI,600000,40000,3.0,0,2,16.02,1373,130.0,7.0,93.7,9,600000.0,17,53
Hyundai i20 Magna,330000,30000,3.0,0,2,18.5,1197,113.7,5.0,82.85,10,318641.4,9,148
Hyundai EON Magna Plus,320000,15000,3.0,0,2,21.1,814,74.5,5.0,55.2,7,310109.184,9,44
Maruti Alto LXi,130000,70000,3.0,0,2,19.7,796,62.0,5.0,46.3,15,89237.14800000002,17,10
Chevrolet Sail 1.2 LS,220000,80000,3.0,0,1,18.2,1199,108.5,5.0,82.4,9,200288.88000000006,3,111
Tata Zest Revotron 1.2T XM,340000,110000,3.0,0,1,17.57,1193,140.0,5.0,88.7,9,309537.36000000004,23,146
Maruti Alto LXI,140000,50000,3.0,0,2,19.7,796,62.0,5.0,46.3,22,113060.64000000001,17,10
Toyota Innova 2.5 G (Diesel) 8 Seater,1000000,190000,2.0,0,1,12.99,2494,200.0,8.0,100.6,11,701735.2650000001,24,74
Maruti Alto 800 LXI,236000,60000,3.0,0,1,22.74,796,69.0,5.0,47.3,9,215636.63616000002,17,10
Maruti Wagon R VXI BS IV,390000,40000,3.0,0,1,20.51,998,90.0,5.0,67.04,9,390000.0,17,135
Maruti Swift Dzire VDi,275000,90000,2.0,0,2,19.3,1248,190.0,5.0,73.9,15,194926.46250000002,17,122
Tata Safari Storme EX,503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
Maruti Vitara Brezza ZDi Plus Dual Tone,775000,32000,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,775000.0,17,133
Toyota Innova Crysta 2.8 ZX AT BSIV,1800000,30000,2.0,1,1,11.36,2755,360.0,7.0,171.5,8,1720663.5600000005,24,74
Hyundai Creta 1.6 CRDi SX,850000,58000,2.0,0,1,19.67,1582,259.9,5.0,126.2,8,577184.85,9,37
Maruti Vitara Brezza VDi,750000,5000,2.0,0,1,24.3,1248,200.0,5.0,88.5,6,750000.0,17,133
Hyundai i20 1.2 Spotz,570000,25000,3.0,0,1,18.6,1197,114.7,5.0,81.83,6,570000.0,9,148
Hyundai Grand i10 1.2 Kappa Sportz BSIV,580000,32000,3.0,0,1,18.9,1197,113.75,5.0,81.86,6,580000.0,9,66
Honda Jazz 1.2 VX i VTEC,484999,30000,3.0,0,1,18.7,1199,110.0,5.0,88.7,8,484999.0,8,75
Honda BR-V i-VTEC S MT,700000,43000,3.0,0,1,15.4,1497,145.0,7.0,117.3,7,700000.0,8,18
Hyundai Verna S,415000,60000,3.0,0,1,17.7,1497,144.15,5.0,113.42,12,356827.7900000001,9,132
Ford Figo Aspire 1.2 Ti-VCT Trend,550000,14200,3.0,0,1,18.16,1196,112.0,5.0,86.8,6,550000.0,7,57
Hyundai EON Sportz,300000,10000,3.0,0,1,21.1,814,74.5,5.0,55.2,7,300000.0,9,44
Datsun RediGO T Option,217000,25000,3.0,0,1,22.7,799,72.0,5.0,53.64,6,217000.0,4,104
Ford Freestyle Titanium Petrol BSIV,700000,19100,3.0,0,1,19.0,1194,120.0,5.0,94.68,6,700000.0,7,60
Ford EcoSport 1.5 Diesel Trend BSIV,484999,54000,2.0,0,1,23.0,1498,205.0,5.0,98.96,10,457601.2124904,7,46
Nissan Sunny XL D,670000,35000,2.0,0,1,22.71,1461,200.0,5.0,84.8,6,670000.0,20,120
Hyundai Grand i10 1.2 Kappa Sportz BSIV,500000,20000,3.0,0,2,18.9,1197,113.75,5.0,81.86,6,482790.0000000001,9,66
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,675000,52000,2.0,0,1,23.65,1248,200.0,5.0,88.5,8,636868.9800000001,17,109
Maruti Ertiga ZDI,630000,120000,2.0,0,2,20.77,1248,200.0,7.0,88.8,11,562664.0943000001,17,53
Maruti Wagon R LXI,120000,120000,3.0,0,3,18.9,998,90.0,5.0,67.1,20,74527.72800000002,17,135
Skoda Rapid 1.5 TDI Elegance,300000,101500,2.0,0,2,21.14,1498,250.0,5.0,103.52,9,270186.84,22,103
Hyundai Verna 1.6 CRDi EX AT,525000,75000,2.0,1,1,22.32,1582,259.9,5.0,126.3,11,467823.50999999995,9,132
Renault Duster 110PS Diesel RxZ,480000,55735,2.0,0,2,19.01,1461,248.0,5.0,108.45,12,340235.28,21,41
Maruti Alto 800 LXI Optional,250000,50000,3.0,0,2,24.7,796,69.0,5.0,47.3,8,242272.80000000002,17,10
Ford Figo Diesel Celebration Edition,245000,70000,2.0,0,2,20.0,1399,160.0,5.0,68.1,11,173661.7575,7,57
Hyundai i10 Magna 1.2 iTech SE,210000,76000,3.0,0,4,20.36,1197,111.7,5.0,78.9,12,177280.488,9,147
Maruti Swift Dzire VXI 1.2,730000,1500,3.0,0,1,21.21,1197,113.0,5.0,81.8,4,730000.0,17,122
Mahindra Bolero 2011-2019 SLX,500000,76000,2.0,0,1,15.96,2523,195.0,7.0,62.1,12,389852.92500000016,16,22
Maruti Wagon R VXI Optional,400000,40000,3.0,0,1,20.51,998,90.0,5.0,67.04,9,400000.0,17,135
Hyundai EON Magna Plus,280000,60000,3.0,0,2,21.1,814,74.5,5.0,55.2,9,244210.98240000004,9,44
Mitsubishi Pajero Sport 4X4,950000,181491,2.0,0,1,13.5,2477,400.0,7.0,175.56,11,666648.50175,19,95
Chevrolet Beat Diesel LS,375000,53319,2.0,0,1,25.44,936,142.5,5.0,56.3,8,295918.92,3,21
Volkswagen Ameo 1.5 TDI Comfortline,700000,40906,2.0,0,1,21.66,1498,250.0,5.0,108.62,7,700000.0,25,12
Toyota Etios VX,375000,31711,3.0,0,2,17.6,1496,132.0,5.0,88.7,12,362092.50000000006,24,54
Hyundai EON Era Plus,270000,43755,3.0,0,2,21.1,814,74.5,5.0,55.2,12,261654.624,9,44
Renault KWID RXT,300000,66693,3.0,0,1,25.17,799,72.0,5.0,53.3,8,274114.368,21,77
Maruti Zen Estilo VXI BSIV,225000,59549,3.0,0,1,19.0,998,90.0,5.0,67.1,14,161803.62000000005,17,145
Toyota Innova 2.5 G (Diesel) 8 Seater,1350000,94385,2.0,0,1,12.99,2494,200.0,8.0,100.6,9,1003068.6435000004,24,74
Maruti Zen Estilo LXI BSIII,200000,73730,3.0,0,1,18.2,998,90.0,5.0,67.1,14,143825.44,17,145
Hyundai Verna 1.6 SX,400000,221889,2.0,0,1,22.32,1582,259.8,5.0,126.32,13,307831.92,9,132
Honda Amaze VX i-DTEC,500000,116104,2.0,0,1,25.8,1498,200.0,5.0,98.6,11,445546.20000000007,8,11
Maruti Swift VXI BSIV,500000,150546,3.0,0,1,22.0,1197,113.0,5.0,81.8,9,500000.0,17,122
Toyota Fortuner 2.8 2WD MT,1500000,148120,2.0,0,1,14.24,2755,420.0,7.0,174.5,11,1052602.8975,24,59
Hyundai Grand i10 1.2 Kappa Magna AT,580000,30000,3.0,1,1,18.9,1197,113.75,5.0,81.86,6,580000.0,9,66
Tata Aria Pride,337000,142000,2.0,0,3,13.7,2179,320.0,7.0,138.1,13,204236.8591725,23,13
Hyundai i10 Sportz 1.1L,200000,80000,3.0,0,1,19.81,1086,99.04,5.0,68.05,13,171965.20000000004,9,147
Tata Indigo CS LX (TDI) BS-III,260000,60000,2.0,0,1,19.09,1405,135.0,5.0,69.01,8,204427.08000000005,23,73
Maruti Alto 800 LXI,200000,24000,3.0,0,1,22.74,796,69.0,5.0,47.3,11,200000.0,17,10
Maruti Ertiga SHVS ZDI,800000,100000,2.0,0,2,24.52,1248,200.0,7.0,88.5,7,756523.1520000001,17,53
Tata Tiago NRG Petrol,550000,10000,3.0,0,1,24.0,1199,114.0,5.0,83.81,5,550000.0,23,126
Maruti Omni E MPI STD BS IV,220000,40000,3.0,0,1,16.8,796,59.0,8.0,34.2,7,195433.39200000008,17,92
Maruti Wagon R LXI BS IV,196000,110000,3.0,0,1,18.9,998,90.0,5.0,67.1,13,140948.93120000002,17,135
Hyundai i10 Era,135000,80000,3.0,0,2,19.81,1086,99.04,5.0,68.05,16,110800.30500000002,9,147
Tata Bolt Revotron XE,299000,16500,3.0,0,1,17.57,1193,140.0,5.0,88.7,9,299000.0,23,23
Maruti Alto K10 VXI,300000,30000,3.0,0,1,23.95,998,90.0,5.0,67.05,7,300000.0,17,10
Maruti Ertiga SHVS VDI,720000,80000,2.0,0,1,24.52,1248,200.0,7.0,88.5,7,713293.2576000001,17,53
Tata Safari Storme EX,650000,50000,2.0,0,3,14.1,2179,320.0,7.0,147.94,8,463445.48250000004,23,110
Maruti Alto K10 VXI,300000,25000,3.0,0,1,23.95,998,90.0,5.0,67.05,8,300000.0,17,10
Hyundai Grand i10 1.2 CRDi Asta,750000,20000,2.0,0,1,24.0,1186,190.24,5.0,73.97,5,750000.0,9,66
Renault KWID RXT,260000,60000,3.0,0,1,25.17,799,72.0,5.0,53.3,8,237565.7856,21,77
Mahindra Bolero 2011-2019 SLX,600000,50000,2.0,0,2,15.96,2523,195.0,7.0,62.1,10,525363.3,16,22
Maruti Alto K10 VXI,250000,52000,3.0,0,1,23.95,998,90.0,5.0,67.05,9,228428.64,17,10
Hyundai EON Era Plus,235000,50000,3.0,0,1,21.1,814,74.5,5.0,55.2,9,235000.0,9,44
Maruti Alto K10 VXI,360000,25000,3.0,0,1,23.95,998,90.0,5.0,67.05,5,360000.0,17,10
Ford EcoSport 1.5 TDCi Titanium BSIV,650000,125000,2.0,0,1,22.77,1498,205.0,5.0,98.59,8,613281.2400000001,7,46
Maruti Wagon R VXI Optional,350000,80000,3.0,0,1,20.51,998,90.0,5.0,67.04,8,319800.09600000014,17,135
Maruti Wagon R VXI BS IV,270000,40000,3.0,0,1,18.9,998,90.0,5.0,67.1,13,228428.64000000007,17,135
Maruti Wagon R VXI BS IV,275000,20000,3.0,0,1,18.9,998,90.0,5.0,67.1,12,232658.80000000008,17,135
Lexus ES 300h,5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
Tata Safari Storme EX,503000,110000,2.0,0,1,14.1,2179,320.0,7.0,147.94,9,373735.94643,23,110
Toyota Camry 2.5 Hybrid,2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
Maruti Wagon R LXI,225000,58343,3.0,0,1,21.79,998,90.0,5.0,67.05,11,194164.34400000007,17,135
Honda Jazz VX,550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
Maruti Swift AMT VVT VXI,650000,5621,3.0,1,1,22.0,1197,113.0,5.0,81.8,5,650000.0,17,122
Toyota Etios VX,625000,25538,3.0,0,1,16.78,1496,132.0,5.0,88.73,7,625000.0,24,54
Maruti Swift AMT ZXI,600000,69779,3.0,1,1,22.0,1197,113.0,5.0,81.8,6,600000.0,17,122
